"","num_sujet","FB_int","essai_tot","meanMvt","mvtMedian","stdDev_Mvt","LogmedianERD"
"393",13,"1",3,0.1325,0,0.206865495753481,0.109142206247423
"394",13,"1",4,0.03375,0,0.0758836829188814,0.277526097114852
"395",13,"1",5,0.008125,0,0.0325,0.286628517126959
"396",13,"1",6,0.238125,0.135,0.271544195297929,-0.0671803057874198
"397",13,"1",7,0.22125,0,0.284602061365222,0.124921723715967
"398",13,"1",8,0.091875,0,0.161336862909049,0.319527972435911
"399",13,"1",9,0.041875,0,0.114438848298993,0.306451052623972
"400",13,"1",10,0.080625,0,0.152335977365821,0.194274668566741
"401",13,"2",1,0.010625,0,0.0425,0.316547872005241
"402",13,"2",2,0,0,0,0.62969045543354
"403",13,"2",3,0,0,0,0.700426593259588
"404",13,"2",4,0.036875,0,0.0873093160359573,0.552780350051392
"405",13,"2",5,0.04125,0,0.110446065268679,0.522356078934406
"406",13,"2",6,0.09875,0,0.174885676943539,0.108751040969177
"407",13,"2",7,0.17125,0.115,0.207296084542537,-0.0582776637424713
"408",13,"2",8,0.031875,0,0.087118214704695,0.505383313714027
"409",13,"2",9,0.068125,0,0.126502635018669,0.054803502744776
"410",13,"2",10,0,0,0,0.434340207899118
"411",13,"4",1,0.004375,0,0.0175,0.267020119057154
"412",13,"4",2,0.028125,0,0.0785891213845784,0.241394101536694
"413",13,"4",3,0,0,0,0.323068455293856
"414",13,"4",4,0,0,0,0.61145665667051
"415",13,"4",5,0.03,0,0.102826715076061,0.421304506763482
"416",13,"4",6,0.22875,0.095,0.292252744498091,-0.0387868605708908
"417",13,"4",7,0.014375,0,0.0450138867462031,0.548778043779096
"418",13,"4",8,0.175625,0,0.288235291616647,0.0505057544571483
"419",13,"4",9,0.006875,0,0.0275,0.39911212020561
"420",13,"4",10,0.0425,0,0.17,0.522789474972193
"421",14,"1",1,0.035,0,0.0895916662791058,0.435982331431295
"422",14,"1",2,0.22625,0.195,0.228089894559141,-0.0973770384212561
"423",14,"1",3,0.134375,0,0.190821688145417,0.0132398164021893
"424",14,"1",4,0.069375,0,0.189647699696042,0.117240262879919
"425",14,"1",5,0.06125,0,0.120823562823372,0.150981473472012
"426",14,"1",6,0.14625,0.025,0.231915933044713,-0.00682976739298288
"427",14,"1",7,0.1275,0,0.202105582967583,0.0693976458720319
"428",14,"1",8,0.1375,0,0.235301225382841,0.181853230537049
"429",14,"1",9,0.016875,0,0.0428514877221317,0.283287819435241
"430",14,"1",10,0.03375,0,0.0585234995535981,0.042384421907262
"431",14,"2",1,0.110625,0,0.168383243426021,0.161729681913651
"432",14,"2",2,0.001875,0,0.0075,0.228396649503083
"433",14,"2",3,0.015625,0,0.0625,0.240751422760222
"434",14,"2",4,0,0,0,0.340517931066578
"435",14,"2",5,0,0,0,0.32200570055844
"436",14,"2",6,0.034375,0,0.0740242077521491,0.236421094656042
"437",14,"2",7,0.045,0,0.146287388383278,0.193793868713322
"438",14,"2",8,0.01125,0,0.0326343377441614,0.113320811725232
"439",14,"2",9,0.021875,0,0.0848699986253486,0.276336257561116
"440",14,"2",10,0.009375,0,0.0204837333836714,0.205179642451077
"441",14,"4",1,0.0375,0,0.0778460018241143,0.207359229893734
"442",14,"4",2,0.0075,0,0.03,0.282968255377
"443",14,"4",3,0.0275,0,0.0602771377334171,0.195653040626963
"444",14,"4",4,0.104375,0,0.197246672975744,0.174040916193685
"445",14,"4",5,0.075625,0,0.122961714908883,0.0126846440703228
"446",14,"4",6,0.129375,0,0.201377547573374,0.0907480566642783
"447",14,"4",7,0.0875,0,0.154380482358792,0.171765081586326
"448",14,"4",8,0.11875,0,0.203105063124154,0.0827049043028248
"449",14,"4",9,0.051875,0,0.109922321057493,0.0815693686885904
"450",14,"4",10,0.083125,0,0.111637433984603,0.110483678980852
"451",15,"1",1,1.01125,1.04,0.0867083233221202,-0.904155685584682
"452",15,"1",2,0.89375,1.02,0.295880043260778,-0.692170683447135
"453",15,"1",3,0.9325,1.04,0.226612738682832,-0.83642192873965
"454",15,"1",4,0.9275,1.015,0.197399763593239,-0.67119219683063
"455",15,"1",5,0.936875,1.025,0.25713080328891,-0.676736471141762
"456",15,"1",6,0.80875,0.86,0.22618208004467,-0.532200816321383
"457",15,"1",7,0.518125,0.585,0.401201840308175,-0.330114502571164
"458",15,"1",8,0.945625,1.04,0.185183467584627,-0.742860935976331
"459",15,"1",9,0.596875,0.61,0.294204435724549,-0.348519520778217
"460",15,"1",10,0.4475,0.455,0.337134987801622,-0.247556658431124
"461",15,"2",1,0,0,0,0.777707208302288
"462",15,"2",2,0,0,0,0.696033779465121
"463",15,"2",3,0,0,0,0.82067678415437
"464",15,"2",4,0,0,0,0.836276404908797
"465",15,"2",5,0,0,0,0.934548887058248
"466",15,"2",6,0,0,0,0.731409084864876
"467",15,"2",7,0,0,0,0.783950130138195
"468",15,"2",8,0,0,0,0.903370464205046
"469",15,"2",9,0,0,0,0.866903539936631
"470",15,"2",10,0,0,0,0.904981627510513
"471",15,"4",1,0.005625,0,0.0225,0.374345141422706
"472",15,"4",2,0,0,0,0.562376880637857
"473",15,"4",3,0,0,0,0.591955983234732
"474",15,"4",4,0,0,0,0.484262860642512
"475",15,"4",5,0,0,0,0.569363746661139
"476",15,"4",6,0,0,0,0.50729380375774
"477",15,"4",7,0,0,0,0.584539670989186
"478",15,"4",8,0,0,0,0.458890041198991
"479",15,"4",9,0,0,0,0.582562212331988
"480",15,"4",10,0,0,0,0.60906722493946
"481",16,"1",1,0.848125,0.9,0.257997900508253,-0.569946961206987
"482",16,"1",2,0.78125,0.93,0.352966004028717,-0.593652044562197
"483",16,"1",3,0.715,0.75,0.3,-0.447176041807347
"484",16,"1",4,0.840625,0.945,0.264586942232605,-0.606633444824981
"485",16,"1",5,0.705625,0.795,0.274274041790323,-0.481698359179761
"486",16,"1",6,0.794375,0.92,0.326516334456129,-0.586581895316146
"487",16,"1",7,0.594375,0.63,0.300731746467401,-0.358903806299079
"488",16,"1",8,0.79,0.815,0.205523721258642,-0.497070528597584
"489",16,"1",9,0.72625,0.775,0.241960740617151,-0.466159873733412
"490",16,"1",10,0.698125,0.65,0.254721252875897,-0.374205546901829
"491",16,"2",1,0.3825,0.415,0.285318535441823,-0.232144698382405
"492",16,"2",2,0.326875,0.355,0.255805101591036,-0.197011907079817
"493",16,"2",3,0.105,0,0.177576274691563,0.130992584861308
"494",16,"2",4,0.23875,0,0.298861729455836,0.0351122429261851
"495",16,"2",5,0.0875,0,0.189754227006058,0.0720714305685494
"496",16,"2",6,0.409375,0.455,0.329918550554527,-0.26046107364462
"497",16,"2",7,0.3325,0.3,0.323037665502544,-0.163252803987383
"498",16,"2",8,0.155,0.075,0.185723809279622,-0.0239215204079648
"499",16,"2",9,0.18625,0,0.294479767273294,0.115043916903251
"500",16,"2",10,0.195625,0,0.292847372078585,0.00847104431567346
"501",16,"4",1,0.6075,0.57,0.225698914485648,-0.322375816700768
"502",16,"4",2,0.395625,0.44,0.217070457071738,-0.238548188871702
"503",16,"4",3,0.17,0.04,0.220877039700071,0.0142424021071747
"504",16,"4",4,0.1375,0,0.262843426143145,0.113517176830397
"505",16,"4",5,0.190625,0.03,0.249545420047467,-0.0134706490558481
"506",16,"4",6,0.166875,0,0.272536694777052,0.14379000481519
"507",16,"4",7,0.1975,0.055,0.224811031757785,-0.0266691344568091
"508",16,"4",8,0.22,0.065,0.272934668617479,-0.0307130201300574
"509",16,"4",9,0.12,0,0.195891126224067,0.0301691773752757
"510",16,"4",10,0.0875,0,0.126095202129185,0.091107734888447
"511",17,"1",1,0.15375,0.12,0.174961900614581,-0.0614983013546355
"512",17,"1",2,0.231875,0.1,0.271568745133407,-0.0498269605958684
"513",17,"1",3,0.445625,0.47,0.245681874246623,-0.255811118637295
"514",17,"1",4,0.300625,0.28,0.314822039677445,-0.143153443382983
"515",17,"1",5,0.4025,0.385,0.303589635308366,-0.204595278751867
"516",17,"1",6,0.274375,0.25,0.244102949592994,-0.129161529217692
"517",17,"1",7,0.28625,0.125,0.319559592773137,-0.0636796487965821
"518",17,"1",8,0.25625,0.235,0.263030416492086,-0.119659991716269
"519",17,"1",9,0.5375,0.615,0.267295092859309,-0.348780924578487
"520",17,"1",10,0.415,0.385,0.364435636749939,-0.204885330002387
"521",17,"2",1,0.07625,0,0.176366096515175,0.145925573773072
"522",17,"2",2,0.053125,0,0.152171777935332,0.16315483051175
"523",17,"2",3,0.098125,0,0.174593575674097,0.276882953231082
"524",17,"2",4,0.015,0,0.06,0.270014187787043
"525",17,"2",5,0.019375,0,0.0775,0.28516184266286
"526",17,"2",6,0.048125,0,0.0797678924547131,0.142180875733507
"527",17,"2",7,0.02,0,0.0748331477354788,0.252873039011346
"528",17,"2",8,0.0625,0,0.170274288526875,0.180220096082773
"529",17,"2",9,0.079375,0,0.154335943102484,0.1176804797957
"530",17,"2",10,0.0625,0,0.138009661497544,0.269461006180895
"531",17,"4",1,0.05375,0,0.0994568583189046,0.108157179725086
"532",17,"4",2,0.016875,0,0.0675,0.207340881606544
"533",17,"4",3,0,0,0,0.37462283536965
"534",17,"4",4,0.015625,0,0.0625,0.332493231135904
"535",17,"4",5,0.041875,0,0.101470439045074,0.0886855258170492
"536",17,"4",6,0.018125,0,0.0626331914137118,0.353223615184279
"537",17,"4",7,0.0175,0,0.062449979983984,0.217332131400213
"538",17,"4",8,0.021875,0,0.0774784916390779,0.174199532364801
"539",17,"4",9,0.01125,0,0.0340342964277702,0.320695570522854
"540",17,"4",10,0.019375,0,0.0775,0.69918618104628
"541",18,"1",1,0.518125,0.595,0.240228190130412,-0.336176203301193
"542",18,"1",2,0.5225,0.52,0.219984847963066,-0.287398551257102
"543",18,"1",3,0.33,0.36,0.275753513123587,-0.191148522534028
"544",18,"1",4,0.3975,0.31,0.317311623907267,-0.162540289260257
"545",18,"1",5,0,0,0,0.663569568665165
"546",18,"1",6,0,0,0,0.742527287951534
"547",18,"1",7,0.115,0,0.186440338982743,0.0745027520136368
"548",18,"1",8,0.181875,0.055,0.22900418482348,-0.0141136162285723
"549",18,"1",9,0.115,0,0.163054183223451,0.137057055591409
"550",18,"1",10,0.15875,0.07,0.197277300603322,-0.0357279533261636
"551",18,"2",1,0.04625,0,0.132608446186508,0.604023666193799
"552",18,"2",2,0.04875,0,0.139373598647664,0.409465426303695
"553",18,"2",3,0,0,0,0.776476411271648
"554",18,"2",4,0,0,0,0.997198813045667
"555",18,"2",5,0,0,0,0.976411785154266
"556",18,"2",6,0.0175,0,0.0437416658728647,0.265311976957201
"557",18,"2",7,0.029375,0,0.0812788410350443,0.356951658937898
"558",18,"2",8,0.038125,0,0.0975170925188674,0.52978314954559
"559",18,"2",9,0,0,0,0.974473695195549
"560",18,"2",10,0,0,0,0.698338740915528
"561",18,"4",1,0.01625,0,0.065,0.653383061112098
"562",18,"4",2,0.00625,0,0.025,0.469891756843734
"563",18,"4",3,0.015,0,0.06,0.366047308105786
"564",18,"4",4,0,0,0,0.59993695233681
"565",18,"4",5,0.0025,0,0.01,0.432972558994311
"566",18,"4",6,0,0,0,1.02775214689772
"567",18,"4",7,0,0,0,0.883419528284004
"568",18,"4",8,0,0,0,0.820566743652684
"569",18,"4",9,0,0,0,0.924640005084539
"570",18,"4",10,0,0,0,0.972809054856861
"571",19,"1",1,0.65,0.715,0.325392071200268,-0.422364162483276
"572",19,"1",2,0.754375,0.765,0.286402252086118,-0.459578281421379
"573",19,"1",3,0.74,0.755,0.294708895918215,-0.451799144730097
"574",19,"1",4,0.704375,0.82,0.337815901540075,-0.503329288628845
"575",19,"1",5,0.615625,0.69,0.28483840447992,-0.40604811453926
"576",19,"1",6,0.766875,0.825,0.299504451831132,-0.504187849260652
"577",19,"1",7,0.865,0.965,0.269047703329106,-0.62279776543458
"578",19,"1",8,0.965625,1.04,0.128735840645357,-0.785060168937585
"579",19,"1",9,0.798125,0.92,0.273232959212464,-0.625947697164705
"580",19,"1",10,0.84375,0.845,0.189942973898308,-0.521792763951567
"581",19,"2",1,0.5925,0.68,0.338437586565086,-0.416091907831829
"582",19,"2",2,0.40625,0.345,0.374484089559668,-0.188758403675022
"583",19,"2",3,0.539375,0.565,0.319425917337129,-0.331351283380985
"584",19,"2",4,0.301875,0.345,0.290498852550803,-0.188207802450448
"585",19,"2",5,0.37625,0.375,0.364012362427432,-0.207808903051424
"586",19,"2",6,0.58375,0.63,0.314703564220892,-0.379519838996084
"587",19,"2",7,0.3325,0.365,0.288340076992429,-0.200659081513817
"588",19,"2",8,0.22375,0.065,0.286376791424631,-0.0341716735119539
"589",19,"2",9,0.28375,0.13,0.328001524386702,-0.0673547415630516
"590",19,"2",10,0.338125,0.29,0.296810124490389,-0.156160251896967
"591",19,"4",1,0.015,0,0.06,0.375343516172607
"592",19,"4",2,0.01,0,0.0374165738677394,0.395289455204213
"593",19,"4",3,0,0,0,0.532043543516298
"594",19,"4",4,0,0,0,0.57077095030955
"595",19,"4",5,0,0,0,0.515174310603753
"596",19,"4",6,0.114375,0,0.144313027824933,0.0641370769446863
"597",19,"4",7,0.035,0,0.0853229160308062,0.205822797248438
"598",19,"4",8,0.04,0,0.137840487520902,0.21827297747504
"599",19,"4",9,0.0675,0,0.12943466820498,0.183633490257336
"600",19,"4",10,0.045625,0,0.0986555455444177,0.265686548708643
"601",20,"1",1,0.050625,0,0.147353034127793,0.125158985632306
"602",20,"1",2,0.71,0.695,0.209125161884775,-0.40801919824591
"603",20,"1",3,0.630625,0.66,0.23561179229119,-0.381730464573661
"604",20,"1",4,0.59625,0.625,0.262852937336958,-0.356926087825912
"605",20,"1",5,0.63375,0.69,0.200927018259533,-0.403536881699076
"606",20,"1",6,0.705625,0.73,0.274614123210491,-0.43427742451951
"607",20,"1",7,0.69375,0.74,0.296060241617592,-0.441174085585678
"608",20,"1",8,0.753125,0.785,0.172345341296673,-0.473949578808012
"609",20,"1",9,0.70375,0.79,0.279830305721164,-0.478695774353426
"610",20,"1",10,0.82,0.88,0.258998069490875,-0.552074269469549
"611",20,"2",1,0.29875,0.235,0.288510542846069,-0.126349735026784
"612",20,"2",2,0.3075,0.325,0.192993955000323,-0.177238371472107
"613",20,"2",3,0.255,0.055,0.326476134911369,-0.0175379858709236
"614",20,"2",4,0.13875,0.07,0.172814929910584,-0.0160004538662124
"615",20,"2",5,0.248125,0.235,0.23206949390215,-0.125911027108824
"616",20,"2",6,0,0,0,0.423528540753783
"617",20,"2",7,0.015,0,0.06,0.313802789574619
"618",20,"2",8,0.363125,0.4,0.311099528554234,-0.223558895292302
"619",20,"2",9,0.138125,0.045,0.197929911837499,-0.021495266872453
"620",20,"2",10,0.23625,0.19,0.246870411349761,-0.100651802911954
"621",20,"4",1,0.253125,0.205,0.272438831055095,-0.102911783699012
"622",20,"4",2,0.279375,0.18,0.27489316106444,-0.0918532992833082
"623",20,"4",3,0.215,0.2,0.251290005106981,-0.100540795262418
"624",20,"4",4,0.18375,0.07,0.229430454241222,-0.0352694006811426
"625",20,"4",5,0.193125,0.055,0.235845111602226,-0.00850457353842004
"626",20,"4",6,0.205625,0.14,0.207556217284218,-0.0700488194266626
"627",20,"4",7,0.355625,0.41,0.288212161436675,-0.22057038018884
"628",20,"4",8,0.14625,0,0.178582380616529,0.0409505070306718
"629",20,"4",9,0.210625,0.165,0.226729464340213,-0.0822668792048071
"630",20,"4",10,0.241875,0.17,0.267063506804405,-0.087011440537983
"631",21,"1",1,1.019375,1.04,0.0825,-1.00712609535564
"632",21,"1",2,1.009375,1.04,0.043430979726458,-0.808203290875097
"633",21,"1",3,0.67125,0.845,0.411191358534361,-0.522469941084517
"634",21,"1",4,0.8825,0.95,0.200049993751562,-0.607352023503638
"635",21,"1",5,0.96375,1.04,0.12774323204512,-0.737161334575037
"636",21,"1",6,0.894375,1.03,0.227800168276204,-0.724481102541016
"637",21,"1",7,0.89375,0.94,0.151695967865552,-0.603535223432405
"638",21,"1",8,0.871875,0.96,0.187659931791525,-0.617752904197284
"639",21,"1",9,0.825625,0.865,0.231832374788337,-0.537602470802733
"640",21,"1",10,0.815,0.88,0.264297811820933,-0.549219346312832
"641",21,"2",1,0.771875,0.925,0.340337455084411,-0.619975931870222
"642",21,"2",2,0.570625,0.625,0.368717936459113,-0.373460403193814
"643",21,"2",3,0.620625,0.75,0.359693735465789,-0.471414878256301
"644",21,"2",4,0.36,0.23,0.371160342709185,-0.123003677591589
"645",21,"2",5,0.249375,0.125,0.308598309565472,-0.0651353106241114
"646",21,"2",6,0,0,0,0.918729220413907
"647",21,"2",7,0,0,0,0.844061430581578
"648",21,"2",8,0,0,0,0.678632490412005
"649",21,"2",9,0,0,0,0.984857511021223
"650",21,"2",10,0,0,0,0.834099708140681
"651",21,"4",1,0.21125,0.07,0.240911463681854,-0.0327375868256909
"652",21,"4",2,0.6025,0.675,0.394537704155129,-0.394085182257241
"653",21,"4",3,0.63125,0.855,0.446883653762363,-0.527630082147115
"654",21,"4",4,0.125625,0,0.240332235318805,0.269092028295887
"655",21,"4",5,0.366875,0.075,0.451364136073452,-0.0370287240725904
"656",21,"4",6,0.313125,0.14,0.357747000919178,-0.0672288737423267
"657",21,"4",7,0.504375,0.45,0.465130358071799,-0.247815063422536
"658",21,"4",8,0.605625,0.755,0.447362176169004,-0.449718870142562
"659",21,"4",9,0.328125,0.005,0.420574507865927,0.00819420543949431
"660",21,"4",10,0.55875,0.685,0.378080679220719,-0.400799444393722
"661",22,"1",1,0.33875,0.365,0.315655402826141,-0.192910443118776
"662",22,"1",2,0.37875,0.36,0.36304040179205,-0.190911304543649
"663",22,"1",3,0.681875,0.675,0.314308102557559,-0.391545449276597
"664",22,"1",4,0.498125,0.665,0.4330545577638,-0.387558589537145
"665",22,"1",5,0.30875,0.355,0.285700892543233,-0.189457251092496
"666",22,"1",6,0.7725,1.04,0.411087987337666,-0.801267669593334
"667",22,"1",7,0.591875,0.6,0.42513086220598,-0.340937303820697
"668",22,"1",8,0.48375,0.515,0.453914455964264,-0.283937182011103
"669",22,"1",9,0.7475,0.94,0.354936614059468,-0.602688006817166
"670",22,"1",10,0.53875,0.66,0.421550708693509,-0.384716776108688
"671",22,"2",1,0.4725,0.515,0.289493811102529,-0.297827134089846
"672",22,"2",2,0.133125,0,0.257001134887248,0.167494220043148
"673",22,"2",3,0.030625,0,0.0860595723902925,0.169298588710448
"674",22,"2",4,0.078125,0,0.177471828750368,0.231991928927175
"675",22,"2",5,0.081875,0,0.207371446121848,0.303943886204173
"676",22,"2",6,0.0625,0,0.173378199321599,1.14847077631632
"677",22,"2",7,0.021875,0,0.0730496406562003,0.5305532154201
"678",22,"2",8,0.015625,0,0.0625,0.356338410956603
"679",22,"2",9,0.070625,0,0.141631858468825,0.265568607022217
"680",22,"2",10,0.129375,0,0.270270697634797,0.267145759803172
"681",22,"4",1,0.5775,0.565,0.32601635950772,-0.319441961834155
"682",22,"4",2,0.29875,0.065,0.343858013333023,-0.0317955509631119
"683",22,"4",3,0.49,0.665,0.405248894713689,-0.384454927259836
"684",22,"4",4,0.075,0,0.174585222742362,0.294532693478115
"685",22,"4",5,0.398125,0.205,0.443429344240245,-0.087877571418488
"686",22,"4",6,0.59875,0.72,0.410444880586907,-0.429505149381409
"687",22,"4",7,0.481875,0.425,0.449773554135856,-0.227790474323714
"688",22,"4",8,0.47125,0.425,0.345868472110425,-0.227010670701742
"689",22,"4",9,0.4025,0.26,0.443027463407556,-0.141809908445065
"690",22,"4",10,0.12625,0,0.235453463200976,0.269989345404357
"691",23,"1",1,0.83375,0.795,0.203629565633284,-0.482311279627832
"692",23,"1",2,0.411875,0.425,0.328617685667301,-0.229240002107956
"693",23,"1",3,0.4525,0.445,0.281484161780611,-0.240759374278423
"694",23,"1",4,0.315625,0.355,0.248138905991517,-0.186539296204505
"695",23,"1",5,0.341875,0.38,0.239143436734804,-0.20126985188953
"696",23,"1",6,0.0875,0,0.173455085444811,0.0650233883010049
"697",23,"1",7,0.003125,0,0.0101447851956888,0.154415986411351
"698",23,"1",8,0.03125,0,0.0854692927313664,0.15695212826048
"699",23,"1",9,0.79125,1.04,0.409762126117092,-0.902921273438567
"700",23,"1",10,0.4825,0.52,0.248421684507076,-0.288841680850706
"701",23,"2",1,0.81625,0.875,0.206651881191534,-0.575997070859494
"702",23,"2",2,0.74125,0.83,0.321327973675911,-0.539592093417763
"703",23,"2",3,0.75,0.855,0.334345131064693,-0.555810214663864
"704",23,"2",4,0.7075,0.735,0.192682813625571,-0.456768020932335
"705",23,"2",5,0.873125,0.935,0.147183275770947,-0.62666778340604
"706",23,"2",6,0.92125,1,0.135640456108542,-0.745920682679524
"707",23,"2",7,0.749375,0.885,0.299187093081681,-0.587799165058372
"708",23,"2",8,0.613125,0.685,0.27216952437773,-0.418613924400672
"709",23,"2",9,0.4625,0.665,0.358580534887213,-0.402655633249174
"710",23,"2",10,0.206875,0.14,0.22605954230394,-0.0730238335089428
"711",23,"4",1,0.223125,0.15,0.25788159427665,-0.0742285214205992
"712",23,"4",2,0.425,0.295,0.348731032937038,-0.153119300725513
"713",23,"4",3,0.279375,0.195,0.28988431600669,-0.0996540937276173
"714",23,"4",4,0.324375,0.35,0.214444048646727,-0.184031769957816
"715",23,"4",5,0.354375,0.42,0.252163141636521,-0.225848079056143
"716",23,"4",6,0.845625,0.935,0.241577282320448,-0.596805008645195
"717",23,"4",7,0.8475,0.905,0.265593674623474,-0.574376704184975
"718",23,"4",8,0.195625,0.09,0.264901711332084,-0.0436951183133338
"719",23,"4",9,0.3975,0.415,0.2519126832853,-0.221530607861019
"720",23,"4",10,0.320625,0.4,0.247156327048287,-0.21450045515819
"721",24,"1",1,0.6825,0.855,0.419531484714397,-0.529522701227258
"722",24,"1",2,0.90625,1.04,0.235255180601831,-0.719415107380556
"723",24,"1",3,0.735625,0.89,0.359740068197395,-0.556622791981916
"724",24,"1",4,0.493125,0.455,0.399511681097478,-0.250464810404426
"725",24,"1",5,0.36625,0.295,0.323231083488784,-0.152767991223772
"726",24,"1",6,0.44375,0.525,0.376667404129072,-0.288954838702955
"727",24,"1",7,0.250625,0,0.36281250897215,0.0636515949180764
"728",24,"1",8,0.11375,0,0.242621103781184,0.160448715980667
"729",24,"1",9,0.214375,0,0.371698242305951,0.173014311670716
"730",24,"1",10,0.664375,0.69,0.326250798211029,-0.401522360971169
"731",24,"2",1,0.938125,1,0.118727629471829,-0.754265873562827
"732",24,"2",2,0.885,0.945,0.136723565391389,-0.639086115067791
"733",24,"2",3,0.846875,0.995,0.245213342486361,-0.695085087574991
"734",24,"2",4,0.871875,0.92,0.231724513161642,-0.618299015821006
"735",24,"2",5,0.81875,0.89,0.255261304026547,-0.589567610685299
"736",24,"2",6,0.750625,0.845,0.297802367351235,-0.550459737462787
"737",24,"2",7,0.77,0.925,0.308025972930855,-0.61826949099357
"738",24,"2",8,0.859375,0.94,0.164902749117978,-0.635632346680485
"739",24,"2",9,0.6825,0.725,0.29126162351627,-0.451134562649206
"740",24,"2",10,0.68375,0.725,0.253189652237211,-0.451756319127707
"741",24,"4",1,0.90625,1.02,0.181691129851368,-0.682338919447513
"742",24,"4",2,0.876875,1.025,0.286652373674689,-0.691585834891493
"743",24,"4",3,0.8225,0.845,0.270246800782791,-0.522711322669597
"744",24,"4",4,0.798125,0.905,0.314435340464989,-0.573061204123381
"745",24,"4",5,0.5375,0.57,0.26302091171616,-0.320424452183686
"746",24,"4",6,0.785,0.925,0.329888870177014,-0.587836667402286
"747",24,"4",7,0.745625,0.845,0.345098415914456,-0.523326274868699
"748",24,"4",8,0.645625,0.725,0.371177742687606,-0.427954105749703
"749",24,"4",9,0.248125,0.03,0.342017908887824,-0.0130547554893475
"750",24,"4",10,0.65625,0.695,0.222527151901365,-0.405932147153389
